Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
133,MADHU GOUD YASKHI,INC,0,Post Graduate,45,"Rs 14,27,18,537","Rs 3,25,60,000",ANDHRA PRADESH
,,,,,,~ 14 Crore+,~ 3 Crore+,ANDHRA PRADESH
134,MADHUSUDHAN REDDY THAKKALA,TRS,0,Graduate Professional,59,"Rs 75,50,000","Rs 1,20,000",ANDHRA PRADESH
,,,,,,~ 75 Lacs+,~ 1 Lacs+,ANDHRA PRADESH
135,MAJEEDULLAH KHAN @ FARHAT KHAN,MBT,0,12th Pass,36,"Rs 7,00,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 7 Lacs+,~ ,ANDHRA PRADESH
136,MALA GUNAM PALLE GOKARI,IND,0,Not Given,49,"Rs 90,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 90 Thou+,~ ,ANDHRA PRADESH
137,MALAKONDAIAH.Y,SP,0,Post Graduate,62,"Rs 62,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 62 Thou+,~ ,ANDHRA PRADESH
138,MAMIDALA ELIA,BSP,0,Post Graduate,59,"Rs 31,50,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 31 Lacs+,~ ,ANDHRA PRADESH
139,MAMIDI SOMUNAIDU,RJD,0,Not Given,67,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
140,MAMIDIPALLI GANGARAJAM,IND,0,12th Pass,50,"Rs 72,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 72 Thou+,~ ,ANDHRA PRADESH
141,MANDALI SUBRAHMANYAM,IND,0,Post Graduate,75,"Rs 15,60,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 15 Lacs+,~ ,ANDHRA PRADESH
142,MANGALAPURI VENKATESWARLU,BRPP,0,Graduate,54,"Rs 67,500","Rs 39,646",ANDHRA PRADESH
,,,,,,~ 67 Thou+,~ 39 Thou+,ANDHRA PRADESH
143,MARLAPATI VEMAIAH,BSP,0,Graduate,37,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
144,MARRY NEHEMIAH,IND,0,Graduate,50,"Rs 80,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 80 Thou+,~ ,ANDHRA PRADESH
145,MD. ULFATHALI,IND,0,Not Given,62,"Rs 2,00,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 2 Lacs+,~ ,ANDHRA PRADESH
146,MEGHA MURALI,PPOI,0,Not Given,Unknown,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
147,MEKAPATI RAJAMOHAN REDDY,INC,0,Graduate Professional,59,"Rs 6,39,61,169",Rs 0,ANDHRA PRADESH
,,,,,,~ 6 Crore+,~ ,ANDHRA PRADESH
148,MIDIYAM BABU RAO,CPM,0,Graduate Professional,52,"Rs 5,42,000","Rs 1,30,000",ANDHRA PRADESH
,,,,,,~ 5 Lacs+,~ 1 Lacs+,ANDHRA PRADESH
149,MOHD. MAZHER HUSSAIN,Muslim League Kerala State Committee,0,Not Given,52,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
150,MOHSIN-BIN-HUSSAIN AL-KASARI,IND,0,Others,28,"Rs 47,15,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 47 Lacs+,~ ,ANDHRA PRADESH
151,MOTHE BARIK RAO,PRBP,0,Graduate,32,Nil,"Rs 30,000",ANDHRA PRADESH
,,,,,,,~ 30 Thou+,ANDHRA PRADESH
152,MUDRAGADA PADMANABHAM,TDP,0,Not Given,Unknown,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
153,MUKKA NARASIMHA REDDY,JP,0,5th Pass,43,"Rs 42,42,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 42 Lacs+,~ ,ANDHRA PRADESH
154,MUMJALA BIKSHAPATHI,IND,0,Graduate,29,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
155,MUNEESWARA RAO BHUPATI,IND,0,Others,59,"Rs 2,36,200","Rs 35,000",ANDHRA PRADESH
,,,,,,~ 2 Lacs+,~ 35 Thou+,ANDHRA PRADESH
156,MUVVA VENKAT RAO,IND,0,Post Graduate,72,"Rs 58,90,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 58 Lacs+,~ ,ANDHRA PRADESH
157,MYLAPALLI LAKSHMUDU,BSP,1,Post Graduate,36,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
158,N BHASKARA REDDY,PP,0,Not Given,Unknown,"Rs 3,81,000","Rs 20,000",ANDHRA PRADESH
,,,,,,~ 3 Lacs+,~ 20 Thou+,ANDHRA PRADESH
159,N. CHANDRA SHEKAR,MCPI(S),0,10th Pass,47,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
160,NAINALA GOVERDHAN,IND,0,Post Graduate,30,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
161,NAINALASETTI MURTHY,CPI(ML)(L),0,Not Given,51,"Rs 9,00,000","Rs 5,62,000",ANDHRA PRADESH
,,,,,,~ 9 Lacs+,~ 5 Lacs+,ANDHRA PRADESH
162,NALAJALA SAROJA,PPOI,0,Not Given,46,"Rs 26,85,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 26 Lacs+,~ ,ANDHRA PRADESH
163,NALAMALAPU LAKSHMI NARASA REDDY,IND,0,Not Given,35,"Rs 1,81,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 1 Lacs+,~ ,ANDHRA PRADESH
164,NALLA SURYAPRAKASH,BSP,0,Graduate,43,"Rs 10,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 10 Thou+,~ ,ANDHRA PRADESH
165,NALLU INDRASENA REDDY,BJP,0,Post Graduate,53,"Rs 1,62,42,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 1 Crore+,~ ,ANDHRA PRADESH
166,NAMA NAGESWARA RAO,TDP,0,12th Pass,45,"Rs 36,83,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 36 Lacs+,~ ,ANDHRA PRADESH
167,NAMA NAIK ISLAVATH,IND,0,Others,43,"Rs 1,60,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 1 Lacs+,~ ,ANDHRA PRADESH
168,NANDA GOPAL GANDHAM,INC,0,Not Given,Unknown,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
169,NARASIMHA REDDY TERA,TRS,0,Post Graduate,42,"Rs 25,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 25 Thou+,~ ,ANDHRA PRADESH
170,NIZAMODDIN,INC,0,Graduate,50,"Rs 14,05,000","Rs 2,00,779",ANDHRA PRADESH
,,,,,,~ 14 Lacs+,~ 2 Lacs+,ANDHRA PRADESH
171,O.SUBBA REDDY,Akhil Bharatiya Jan Sangh,0,Others,54,"Rs 4,08,000","Rs 30,000",ANDHRA PRADESH
,,,,,,~ 4 Lacs+,~ 30 Thou+,ANDHRA PRADESH
172,OURUVURU KRISHNAIAH,IND,0,10th Pass,40,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
173,P RAMACHANDRA REDDY,BJP,0,Post Graduate,73,"Rs 64,54,939","Rs 6,40,392",ANDHRA PRADESH
,,,,,,~ 64 Lacs+,~ 6 Lacs+,ANDHRA PRADESH
174,P. JEEVULA NAIK,IND,0,5th Pass,57,"Rs 23,79,500",Rs 0,ANDHRA PRADESH
,,,,,,~ 23 Lacs+,~ ,ANDHRA PRADESH
175,P. LALAIAH,BSP,0,Graduate,60,"Rs 50,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 50 Thou+,~ ,ANDHRA PRADESH
176,P.BHAGAVANTHU,IND,0,Not Given,28,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
177,PADIGA YERRAIAH,IND,0,10th Pass,60,"Rs 2,38,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 2 Lacs+,~ ,ANDHRA PRADESH
178,PADM YADAGIRI,IND,0,Not Given,Unknown,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
179,PANABAKA LAKSHMI,INC,0,Post Graduate,46,"Rs 53,95,726",Rs 0,ANDHRA PRADESH
,,,,,,~ 53 Lacs+,~ ,ANDHRA PRADESH
180,PECHARA VENKATESHWAR RAO,TRS,0,Graduate,36,"Rs 12,50,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 12 Lacs+,~ ,ANDHRA PRADESH
181,PEDDINTI JAGANMOHAN RAO,IND,0,Others,Unknown,"Rs 59,88,503","Rs 97,000",ANDHRA PRADESH
,,,,,,~ 59 Lacs+,~ 97 Thou+,ANDHRA PRADESH
182,PITTALA VENKATA NARASAIAH MUDIRA,MRS,0,10th Pass,49,"Rs 6,35,000","Rs 50,000",ANDHRA PRADESH
,,,,,,~ 6 Lacs+,~ 50 Thou+,ANDHRA PRADESH
183,PRATHIPATI SRINIVASU,IND,0,Graduate,Unknown,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
184,PUDARI NARSIMHA,BSP,0,Graduate,34,Nil,"Rs 1,25,000",ANDHRA PRADESH
,,,,,,,~ 1 Lacs+,ANDHRA PRADESH
185,PULIMAMIDI NARSIMHA REDDY,TRS,0,Graduate,40,"Rs 45,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 45 Thou+,~ ,ANDHRA PRADESH
186,PULIMI VENKATARAMI REDDY,IND,0,5th Pass,42,"Rs 80,400","Rs 20,000",ANDHRA PRADESH
,,,,,,~ 80 Thou+,~ 20 Thou+,ANDHRA PRADESH
187,PUTHA RAMAPRASADA REDDY,Ambedkar National Congress,0,8th Pass,37,"Rs 50,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 50 Thou+,~ ,ANDHRA PRADESH
188,R. V. MOHANA REDDY,JP,0,Graduate,42,"Rs 2,35,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 2 Lacs+,~ ,ANDHRA PRADESH
189,RAMA RAO DAGGUPATI,IND,0,Not Given,59,"Rs 1,30,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 1 Lacs+,~ ,ANDHRA PRADESH
190,RAMACHANDRA RAO. J,TRS,0,Post Graduate,36,"Rs 2,20,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 2 Lacs+,~ ,ANDHRA PRADESH
191,RAMAKRISHNA REDDY. S,IND,0,Not Given,40,"Rs 14,80,000","Rs 2,01,500",ANDHRA PRADESH
,,,,,,~ 14 Lacs+,~ 2 Lacs+,ANDHRA PRADESH
192,RAYAPATI SAMBASIVA RAO,INC,0,Not Given,61,"Rs 4,81,98,297","Rs 98,89,900",ANDHRA PRADESH
,,,,,,~ 4 Crore+,~ 98 Lacs+,ANDHRA PRADESH
193,REDDIPOGU DAVID,BSP,0,Not Given,47,"Rs 5,37,500","Rs 7,20,000",ANDHRA PRADESH
,,,,,,~ 5 Lacs+,~ 7 Lacs+,ANDHRA PRADESH
194,RENUKA CHOWDHURY,INC,1,Post Graduate,49,"Rs 13,69,12,161","Rs 3,00,414",ANDHRA PRADESH
,,,,,,~ 13 Crore+,~ 3 Lacs+,ANDHRA PRADESH
195,S. P. Y. REDDY,INC,0,Graduate Professional,54,"Rs 6,46,46,900","Rs 1,33,74,000",ANDHRA PRADESH
,,,,,,~ 6 Crore+,~ 1 Crore+,ANDHRA PRADESH
196,S. VASUDEV PRASAD,TRS,0,Not Given,29,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
197,S.B.P.B.K.SATYANARAYANA RAO,IND,0,Graduate,82,"Rs 8,97,12,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 8 Crore+,~ ,ANDHRA PRADESH
198,S.SAHADEVA REDDY,IND,0,Post Graduate,31,"Rs 2,10,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 2 Lacs+,~ ,ANDHRA PRADESH
199,S.V.B.REDDY,IND,0,Post Graduate,57,"Rs 16,62,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 16 Lacs+,~ ,ANDHRA PRADESH
200,S.V.B.REDDY,IND,0,Others,57,"Rs 16,62,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 16 Lacs+,~ ,ANDHRA PRADESH
201,S.V.SUBBARAO,IND,0,Graduate,44,"Rs 42,927",Rs 0,ANDHRA PRADESH
,,,,,,~ 42 Thou+,~ ,ANDHRA PRADESH
202,SALAHUDDIN AHMED S.K.,IND,0,Not Given,50,"Rs 9,46,744",Rs 0,ANDHRA PRADESH
,,,,,,~ 9 Lacs+,~ ,ANDHRA PRADESH
203,SARVEY SATHYANARAYANA,INC,0,Graduate Professional,49,"Rs 11,10,000","Rs 4,80,000",ANDHRA PRADESH
,,,,,,~ 11 Lacs+,~ 4 Lacs+,ANDHRA PRADESH
204,SATISH KUMAR,IND,0,Post Graduate,58,"Rs 40,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 40 Thou+,~ ,ANDHRA PRADESH
205,SATYANARAYANA MACHIRAJU,IND,0,Graduate,60,"Rs 72,20,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 72 Lacs+,~ ,ANDHRA PRADESH
206,SEELAM NARAYANA,IND,0,Post Graduate,40,"Rs 25,48,000","Rs 36,02,500",ANDHRA PRADESH
,,,,,,~ 25 Lacs+,~ 36 Lacs+,ANDHRA PRADESH
207,SHAIK JEELANI BASHA,IND,0,Not Given,54,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
208,SIVANATHA REDDY CHADIPIRALLA,NTRTDP(LP),3,10th Pass,40,"Rs 17,10,000","Rs 86,755",ANDHRA PRADESH
,,,,,,~ 17 Lacs+,~ 86 Thou+,ANDHRA PRADESH
209,SMT DESAI REDDY PRABHAVATHI,IND,0,Not Given,44,"Rs 5,70,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 5 Lacs+,~ ,ANDHRA PRADESH
210,SMT. GUNDALA VIJAYA LAKSHMI,PPOI,0,12th Pass,56,"Rs 50,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 50 Thou+,~ ,ANDHRA PRADESH
211,SMT.G.SHOBHA RANI,BSP,0,Others,41,"Rs 3,900","Rs 2,50,000",ANDHRA PRADESH
,,,,,,~ 3 Thou+,~ 2 Lacs+,ANDHRA PRADESH
212,SMT.KPRK PHANEESWARAMMA,TDP,0,Others,39,"Rs 29,41,913","Rs 42,000",ANDHRA PRADESH
,,,,,,~ 29 Lacs+,~ 42 Thou+,ANDHRA PRADESH
213,SMT.VARSHA DHAWAN,PPOI,0,12th Pass,48,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
214,SOMESWARA RAO MADALA,IND,0,Post Graduate,41,"Rs 10,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 10 Thou+,~ ,ANDHRA PRADESH
215,SREENIVASULU REDDY MAGUNTA,INC,2,Graduate,49,"Rs 14,17,68,943",Rs 0,ANDHRA PRADESH
,,,,,,~ 14 Crore+,~ ,ANDHRA PRADESH
216,SURAVARAM SUDHAKAR REDDY,CPI,1,Graduate Professional,62,"Rs 19,90,000","Rs 9,62,600",ANDHRA PRADESH
,,,,,,~ 19 Lacs+,~ 9 Lacs+,ANDHRA PRADESH
217,SYED GAFFAR,IND,0,Not Given,40,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
218,SYED MOINUDDIN,IND,0,Post Graduate,60,"Rs 10,55,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 10 Lacs+,~ ,ANDHRA PRADESH
219,SYED NAWAZ AHMED,IND,0,10th Pass,42,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
220,SYED YOUSUF ALI,TDP,0,Not Given,49,"Rs 1,18,01,000","Rs 2,00,000",ANDHRA PRADESH
,,,,,,~ 1 Crore+,~ 2 Lacs+,ANDHRA PRADESH
221,T BHASKAR REDDY,IND,0,10th Pass,49,"Rs 9,21,500","Rs 2,00,000",ANDHRA PRADESH
,,,,,,~ 9 Lacs+,~ 2 Lacs+,ANDHRA PRADESH
222,T. SESHAPHANI,IND,0,12th Pass,34,"Rs 2,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 2 Thou+,~ ,ANDHRA PRADESH
223,TAMMINENI JAGANMOHAN RAO,IND,0,Graduate Professional,37,"Rs 1,00,543",Rs 0,ANDHRA PRADESH
,,,,,,~ 1 Lacs+,~ ,ANDHRA PRADESH
224,UMMAREDDY VENKATESWARLU,TDP,0,Post Graduate,69,"Rs 59,75,599",Rs 0,ANDHRA PRADESH
,,,,,,~ 59 Lacs+,~ ,ANDHRA PRADESH
225,UOOYAKA MUTYALU,IND,0,8th Pass,32,"Rs 20,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 20 Thou+,~ ,ANDHRA PRADESH
226,UPPALAPATI VENKATAKRISHNAM RAJU,BJP,0,Graduate,64,Nil,"Rs 4,50,000",ANDHRA PRADESH
,,,,,,,~ 4 Lacs+,ANDHRA PRADESH
227,V. RAVINDER RAO,TRS,0,Not Given,35,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
228,VAMSI KIRAN.B,PPOI,0,Not Given,28,"Rs 10,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 10 Thou+,~ ,ANDHRA PRADESH
229,VANGALA SWAMY GOUD,TDP,0,Not Given,52,"Rs 50,01,067","Rs 19,93,070",ANDHRA PRADESH
,,,,,,~ 50 Lacs+,~ 19 Lacs+,ANDHRA PRADESH
230,VARIKUPPALA VENKANNA,MCPI(S),0,10th Pass,33,Nil,Rs 0,ANDHRA PRADESH
,,,,,,,~ ,ANDHRA PRADESH
231,VATTIPALLY SRINIVAS GOUD,TRS,0,Graduate,40,"Rs 41,90,972",Rs 0,ANDHRA PRADESH
,,,,,,~ 41 Lacs+,~ ,ANDHRA PRADESH
232,VENKATA MYSURA REDDY MULE,TDP,1,Others,55,"Rs 14,85,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 14 Lacs+,~ ,ANDHRA PRADESH
233,VENKATA RAM RAVINUTHALA,IND,0,Not Given,53,"Rs 20,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 20 Thou+,~ ,ANDHRA PRADESH
234,VENKATESWARLU GUNDI,TRS,0,Others,38,"Rs 8,05,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 8 Lacs+,~ ,ANDHRA PRADESH
235,VENKATESWARLU PALLA,IND,0,Not Given,62,"Rs 8,48,200",Rs 0,ANDHRA PRADESH
,,,,,,~ 8 Lacs+,~ ,ANDHRA PRADESH
236,VENU BABU NAIDU KAVURI,IND,0,Not Given,27,"Rs 3,03,270","Rs 88,000",ANDHRA PRADESH
,,,,,,~ 3 Lacs+,~ 88 Thou+,ANDHRA PRADESH
237,VITTA SUBBA RAO,IND,0,Post Graduate,64,"Rs 5,24,324","Rs 1,11,900",ANDHRA PRADESH
,,,,,,~ 5 Lacs+,~ 1 Lacs+,ANDHRA PRADESH
238,Y. V. RAO,TDP,0,Graduate,71,"Rs 2,78,26,692","Rs 39,77,714",ANDHRA PRADESH
,,,,,,~ 2 Crore+,~ 39 Lacs+,ANDHRA PRADESH
239,Y.S. VIVEKANANDA REDDY,INC,0,Graduate,51,"Rs 3,62,27,380",Rs 0,ANDHRA PRADESH
,,,,,,~ 3 Crore+,~ ,ANDHRA PRADESH
240,YALANGI RAMESH,IND,0,Not Given,40,"Rs 3,40,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 3 Lacs+,~ ,ANDHRA PRADESH
241,YANALA NARSI REDDY,IND,0,12th Pass,37,"Rs 62,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 62 Thou+,~ ,ANDHRA PRADESH
242,YATHAM POTHALAIAH,IND,0,Not Given,32,"Rs 1,20,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 1 Lacs+,~ ,ANDHRA PRADESH
243,YEDLA RAMU,BSP,0,Post Graduate,48,"Rs 5,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 5 Thou+,~ ,ANDHRA PRADESH
244,YELKOTI YELLA REDDY,TDP,0,12th Pass,64,"Rs 19,04,000","Rs 1,89,910",ANDHRA PRADESH
,,,,,,~ 19 Lacs+,~ 1 Lacs+,ANDHRA PRADESH
245,YENDURI SUBRAHMANYESWARA RAO (MANI),IND,0,Others,46,"Rs 8,00,000",Rs 0,ANDHRA PRADESH
,,,,,,~ 8 Lacs+,~ ,ANDHRA PRADESH
1,JODIK TALI,IND,0,Post Graduate,26,"Rs 5,50,729",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 5 Lacs+,~ ,ARUNACHAL PRADESH
2,KAMEN RINGU,Arunachal Congress,0,12th Pass,51,"Rs 1,94,87,038",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 1 Crore+,~ ,ARUNACHAL PRADESH
3,KARDU TAIPODIA,SP,0,12th Pass,54,"Rs 82,50,000",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 82 Lacs+,~ ,ARUNACHAL PRADESH
4,KHIREN RIJIJU,BJP,0,Graduate,32,"Rs 65,11,344",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 65 Lacs+,~ ,ARUNACHAL PRADESH
5,KIDO INGO,SAP,0,Literate,33,"Rs 7,70,509",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 7 Lacs+,~ ,ARUNACHAL PRADESH
6,MATWANG CHIMYANG,IND,0,10th Pass,39,"Rs 17,60,000",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 17 Lacs+,~ ,ARUNACHAL PRADESH
7,OGONG TAMUK,IND,0,8th Pass,47,"Rs 15,20,000",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 15 Lacs+,~ ,ARUNACHAL PRADESH
8,ONOM TAKNYO,IND,0,10th Pass,39,"Rs 15,000",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 15 Thou+,~ ,ARUNACHAL PRADESH
9,TADAR TANIANG,AITC,0,10th Pass,51,"Rs 11,70,50,000",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 11 Crore+,~ ,ARUNACHAL PRADESH
10,TAPIR GAO,BJP,0,Post Graduate,42,"Rs 55,16,640","Rs 50,000",ARUNACHAL PRADESH
,,,,,,~ 55 Lacs+,~ 50 Thou+,ARUNACHAL PRADESH
11,TONY PERTIN,IND,0,Graduate,36,"Rs 1,16,72,964",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 1 Crore+,~ ,ARUNACHAL PRADESH
12,TUJO BAGRA,IND,0,10th Pass,35,"Rs 84,761",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 84 Thou+,~ ,ARUNACHAL PRADESH
13,WANGCHA RAJKUMAR,INC,0,12th Pass,37,"Rs 54,65,000",Rs 0,ARUNACHAL PRADESH
,,,,,,~ 54 Lacs+,~ ,ARUNACHAL PRADESH
1,A. F. GOLAM OSMANI,INC,0,Graduate Professional,73,"Rs 10,05,000",Rs 0,ASSAM
,,,,,,~ 10 Lacs+,~ ,ASSAM
2,ABDUS SALAM,LJNSP,0,Not Given,38,"Rs 1,60,000",Rs 0,ASSAM
,,,,,,~ 1 Lacs+,~ ,ASSAM
3,ABDUS SAMAD AHMED,UMFA,1,Doctorate,35,"Rs 10,40,000",Rs 0,ASSAM
,,,,,,~ 10 Lacs+,~ ,ASSAM
4,AFZALUR RAHMAN,AGP,0,Graduate,59,"Rs 33,28,400","Rs 5,23,000",ASSAM
,,,,,,~ 33 Lacs+,~ 5 Lacs+,ASSAM
5,ALOK SEN,SAP,0,Graduate,33,"Rs 91,349",Rs 0,ASSAM
,,,,,,~ 91 Thou+,~ ,ASSAM
6,AMRIT BORGOHAIN,IND,0,Post Graduate,47,"Rs 14,80,000",Rs 0,ASSAM
,,,,,,~ 14 Lacs+,~ ,ASSAM
7,ANIL CHOUDHURY,LJNSP,0,10th Pass,46,"Rs 2,55,020",Rs 0,ASSAM
,,,,,,~ 2 Lacs+,~ ,ASSAM
8,ANWAR HUSSAIN,INC,0,Graduate Professional,58,"Rs 5,58,467","Rs 2,25,000",ASSAM
,,,,,,~ 5 Lacs+,~ 2 Lacs+,ASSAM
9,ANWAR HUSSAIN LASKAR,SP,2,8th Pass,42,"Rs 38,74,712",Rs 0,ASSAM
,,,,,,~ 38 Lacs+,~ ,ASSAM
10,APURBA BHATTACHARJEE,AGP,0,Post Graduate,40,"Rs 1,77,889",Rs 0,ASSAM
,,,,,,~ 1 Lacs+,~ ,ASSAM
11,AROON BARUAH,IND,0,Graduate,55,"Rs 2,55,273",Rs 0,ASSAM
,,,,,,~ 2 Lacs+,~ ,ASSAM
12,ASHUTOSH DAS,IND,0,Literate,42,"Rs 76,000",Rs 0,ASSAM
,,,,,,~ 76 Thou+,~ ,ASSAM
13,ATAUR RAHMAN,SAP,0,10th Pass,55,"Rs 70,000",Rs 0,ASSAM
,,,,,,~ 70 Thou+,~ ,ASSAM
14,BABUL RAM DAS,IND,0,Not Given,37,"Rs 65,000",Rs 0,ASSAM
,,,,,,~ 65 Thou+,~ ,ASSAM
15,BABUL ROY,IND,0,Not Given,27,"Rs 1,15,000",Rs 0,ASSAM
,,,,,,~ 1 Lacs+,~ ,ASSAM
16,BADHRAM RAJGARH,IND,0,Not Given,65,"Rs 35,000",Rs 0,ASSAM
,,,,,,~ 35 Thou+,~ ,ASSAM
17,BENU BHUSON NATH,IND,0,8th Pass,51,"Rs 48,000",Rs 0,ASSAM
,,,,,,~ 48 Thou+,~ ,ASSAM
18,BHABANI BORO,IND,0,12th Pass,33,"Rs 22,69,604",Rs 0,ASSAM
,,,,,,~ 22 Lacs+,~ ,ASSAM
19,BHRIGU KUMAR PHUKAN,AGP,0,Post Graduate,47,"Rs 31,89,300","Rs 6,40,000",ASSAM
,,,,,,~ 31 Lacs+,~ 6 Lacs+,ASSAM
20,BHUBANESWAR BARMAN,SP,0,8th Pass,80,"Rs 4,20,000",Rs 0,ASSAM
,,,,,,~ 4 Lacs+,~ ,ASSAM
21,BHUPEN CHANDRA MUDOI,RPI,0,12th Pass,50,"Rs 8,43,690",Rs 0,ASSAM
,,,,,,~ 8 Lacs+,~ ,ASSAM
22,BHUPEN HAZARIKA,BJP,0,Doctorate,78,"Rs 43,93,756","Rs 19,13,212",ASSAM
,,,,,,~ 43 Lacs+,~ 19 Lacs+,ASSAM
23,BHUPENDRA NATH KAKATI,IND,0,Post Graduate,57,"Rs 9,21,554","Rs 59,691",ASSAM
,,,,,,~ 9 Lacs+,~ 59 Thou+,ASSAM
24,BIJOY KRISHNA HANDIQUE,INC,0,Post Graduate,69,"Rs 13,56,192",Rs 0,ASSAM
,,,,,,~ 13 Lacs+,~ ,ASSAM
25,BIJU NARAH,IND,0,Graduate,31,"Rs 3,90,000",Rs 0,ASSAM
,,,,,,~ 3 Lacs+,~ ,ASSAM
26,BIKASH TANTI,IND,0,Post Graduate,30,"Rs 61,000",Rs 0,ASSAM
,,,,,,~ 61 Thou+,~ ,ASSAM
27,BINOD GOGOI,IND,0,Graduate,32,"Rs 20,000",Rs 0,ASSAM
,,,,,,~ 20 Thou+,~ ,ASSAM
28,BIREN CHANDRA DAS,SAP,0,8th Pass,48,"Rs 3,10,000",Rs 0,ASSAM
,,,,,,~ 3 Lacs+,~ ,ASSAM
29,BIREN SINGH ENGTI,INC,0,Post Graduate,62,"Rs 53,89,194",Rs 0,ASSAM
,,,,,,~ 53 Lacs+,~ ,ASSAM
